rolling_window,pattern,Freq,outcome,analysis,exposure,cumdays,pattern_rt_gap,pattern_lagged,pattern_itt,cumdose
13,NA,749,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
14,NA,723,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
15,NA,693,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
16,NA,669,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
17,NA,633,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
18,NA,597,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
19,NA,549,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
20,NA,516,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
21,NA,485,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
22,NA,439,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
23,NA,396,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
24,NA,350,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
25,NA,317,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
26,NA,280,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
27,NA,249,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
28,NA,223,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
29,NA,185,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
30,NA,159,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
31,NA,148,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
32,NA,123,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
33,NA,103,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
34,NA,83,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
35,NA,71,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
36,NA,55,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
37,NA,43,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
38,NA,30,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
39,NA,21,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
40,NA,16,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
41,NA,13,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
42,NA,10,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
43,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
44,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
45,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
46,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
47,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
48,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,>1500 mg
1,intermittent,178,bisphosphonate,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
2,intermittent,775,bisphosphonate,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
3,intermittent,861,bisphosphonate,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
4,intermittent,868,bisphosphonate,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
1,continuous,747,bisphosphonate,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
2,continuous,147,bisphosphonate,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
3,continuous,59,bisphosphonate,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
4,continuous,45,bisphosphonate,sens_shorter_windows,pattern,NA,NA,NA,NA,NA
1,NA,20,bisphosphonate,sens_shorter_windows,cumdays,few,NA,NA,NA,NA
2,NA,17,bisphosphonate,sens_shorter_windows,cumdays,few,NA,NA,NA,NA
3,NA,16,bisphosphonate,sens_shorter_windows,cumdays,few,NA,NA,NA,NA
4,NA,14,bisphosphonate,sens_shorter_windows,cumdays,few,NA,NA,NA,NA
1,NA,905,bisphosphonate,sens_shorter_windows,cumdays,many,NA,NA,NA,NA
2,NA,905,bisphosphonate,sens_shorter_windows,cumdays,many,NA,NA,NA,NA
3,NA,904,bisphosphonate,sens_shorter_windows,cumdays,many,NA,NA,NA,NA
4,NA,899,bisphosphonate,sens_shorter_windows,cumdays,many,NA,NA,NA,NA
1,NA,239,bisphosphonate,sens_shorter_windows,pattern_rt_gap,NA,intermittent,NA,NA,NA
2,NA,238,bisphosphonate,sens_shorter_windows,pattern_rt_gap,NA,intermittent,NA,NA,NA
3,NA,238,bisphosphonate,sens_shorter_windows,pattern_rt_gap,NA,intermittent,NA,NA,NA
4,NA,237,bisphosphonate,sens_shorter_windows,pattern_rt_gap,NA,intermittent,NA,NA,NA
1,NA,686,bisphosphonate,sens_shorter_windows,pattern_rt_gap,NA,continuous,NA,NA,NA
2,NA,684,bisphosphonate,sens_shorter_windows,pattern_rt_gap,NA,continuous,NA,NA,NA
3,NA,682,bisphosphonate,sens_shorter_windows,pattern_rt_gap,NA,continuous,NA,NA,NA
4,NA,676,bisphosphonate,sens_shorter_windows,pattern_rt_gap,NA,continuous,NA,NA,NA
1,NA,896,bisphosphonate,sens_shorter_windows,pattern_lagged,NA,NA,intermittent,NA,NA
2,NA,178,bisphosphonate,sens_shorter_windows,pattern_lagged,NA,NA,intermittent,NA,NA
3,NA,773,bisphosphonate,sens_shorter_windows,pattern_lagged,NA,NA,intermittent,NA,NA
4,NA,856,bisphosphonate,sens_shorter_windows,pattern_lagged,NA,NA,intermittent,NA,NA
1,NA,29,bisphosphonate,sens_shorter_windows,pattern_lagged,NA,NA,continuous,NA,NA
2,NA,744,bisphosphonate,sens_shorter_windows,pattern_lagged,NA,NA,continuous,NA,NA
3,NA,147,bisphosphonate,sens_shorter_windows,pattern_lagged,NA,NA,continuous,NA,NA
4,NA,57,bisphosphonate,sens_shorter_windows,pattern_lagged,NA,NA,continuous,NA,NA
1,NA,178,bisphosphonate,sens_shorter_windows,pattern_itt,NA,NA,NA,intermittent,NA
2,NA,178,bisphosphonate,sens_shorter_windows,pattern_itt,NA,NA,NA,intermittent,NA
3,NA,178,bisphosphonate,sens_shorter_windows,pattern_itt,NA,NA,NA,intermittent,NA
4,NA,178,bisphosphonate,sens_shorter_windows,pattern_itt,NA,NA,NA,intermittent,NA
1,NA,747,bisphosphonate,sens_shorter_windows,pattern_itt,NA,NA,NA,continuous,NA
2,NA,744,bisphosphonate,sens_shorter_windows,pattern_itt,NA,NA,NA,continuous,NA
3,NA,742,bisphosphonate,sens_shorter_windows,pattern_itt,NA,NA,NA,continuous,NA
4,NA,735,bisphosphonate,sens_shorter_windows,pattern_itt,NA,NA,NA,continuous,NA
1,NA,14,bisphosphonate,sens_shorter_windows,cumdose,NA,NA,NA,NA,450 to 899 mg
2,NA,10,bisphosphonate,sens_shorter_windows,cumdose,NA,NA,NA,NA,450 to 899 mg
3,NA,NA,bisphosphonate,sens_shorter_windows,cumdose,NA,NA,NA,NA,450 to 899 mg
4,NA,NA,bisphosphonate,sens_shorter_windows,cumdose,NA,NA,NA,NA,450 to 899 mg
1,NA,16,bisphosphonate,sens_shorter_windows,cumdose,NA,NA,NA,NA,900 to 1500 mg
2,NA,18,bisphosphonate,sens_shorter_windows,cumdose,NA,NA,NA,NA,900 to 1500 mg
3,NA,17,bisphosphonate,sens_shorter_windows,cumdose,NA,NA,NA,NA,900 to 1500 mg
4,NA,15,bisphosphonate,sens_shorter_windows,cumdose,NA,NA,NA,NA,900 to 1500 mg
1,NA,895,bisphosphonate,sens_shorter_windows,cumdose,NA,NA,NA,NA,>1500 mg
2,NA,894,bisphosphonate,sens_shorter_windows,cumdose,NA,NA,NA,NA,>1500 mg
3,NA,894,bisphosphonate,sens_shorter_windows,cumdose,NA,NA,NA,NA,>1500 mg
4,NA,889,bisphosphonate,sens_shorter_windows,cumdose,NA,NA,NA,NA,>1500 mg
1,intermittent,622,bisphosphonate,sens_no_asthma,pattern,NA,NA,NA,NA,NA
2,intermittent,889,bisphosphonate,sens_no_asthma,pattern,NA,NA,NA,NA,NA
3,intermittent,885,bisphosphonate,sens_no_asthma,pattern,NA,NA,NA,NA,NA
4,intermittent,867,bisphosphonate,sens_no_asthma,pattern,NA,NA,NA,NA,NA
1,continuous,299,bisphosphonate,sens_no_asthma,pattern,NA,NA,NA,NA,NA
2,continuous,27,bisphosphonate,sens_no_asthma,pattern,NA,NA,NA,NA,NA
3,continuous,23,bisphosphonate,sens_no_asthma,pattern,NA,NA,NA,NA,NA
4,continuous,25,bisphosphonate,sens_no_asthma,pattern,NA,NA,NA,NA,NA
1,NA,20,bisphosphonate,sens_no_asthma,cumdays,few,NA,NA,NA,NA
2,NA,16,bisphosphonate,sens_no_asthma,cumdays,few,NA,NA,NA,NA
3,NA,14,bisphosphonate,sens_no_asthma,cumdays,few,NA,NA,NA,NA
4,NA,NA,bisphosphonate,sens_no_asthma,cumdays,few,NA,NA,NA,NA
1,NA,901,bisphosphonate,sens_no_asthma,cumdays,many,NA,NA,NA,NA
2,NA,900,bisphosphonate,sens_no_asthma,cumdays,many,NA,NA,NA,NA
3,NA,894,bisphosphonate,sens_no_asthma,cumdays,many,NA,NA,NA,NA
4,NA,883,bisphosphonate,sens_no_asthma,cumdays,many,NA,NA,NA,NA
1,NA,238,bisphosphonate,sens_no_asthma,pattern_rt_gap,NA,intermittent,NA,NA,NA
2,NA,237,bisphosphonate,sens_no_asthma,pattern_rt_gap,NA,intermittent,NA,NA,NA
3,NA,236,bisphosphonate,sens_no_asthma,pattern_rt_gap,NA,intermittent,NA,NA,NA
4,NA,232,bisphosphonate,sens_no_asthma,pattern_rt_gap,NA,intermittent,NA,NA,NA
1,NA,683,bisphosphonate,sens_no_asthma,pattern_rt_gap,NA,continuous,NA,NA,NA
2,NA,679,bisphosphonate,sens_no_asthma,pattern_rt_gap,NA,continuous,NA,NA,NA
3,NA,672,bisphosphonate,sens_no_asthma,pattern_rt_gap,NA,continuous,NA,NA,NA
4,NA,660,bisphosphonate,sens_no_asthma,pattern_rt_gap,NA,continuous,NA,NA,NA
1,NA,917,bisphosphonate,sens_no_asthma,pattern_lagged,NA,NA,intermittent,NA,NA
2,NA,620,bisphosphonate,sens_no_asthma,pattern_lagged,NA,NA,intermittent,NA,NA
3,NA,883,bisphosphonate,sens_no_asthma,pattern_lagged,NA,NA,intermittent,NA,NA
4,NA,870,bisphosphonate,sens_no_asthma,pattern_lagged,NA,NA,intermittent,NA,NA
1,NA,NA,bisphosphonate,sens_no_asthma,pattern_lagged,NA,NA,continuous,NA,NA
2,NA,296,bisphosphonate,sens_no_asthma,pattern_lagged,NA,NA,continuous,NA,NA
3,NA,25,bisphosphonate,sens_no_asthma,pattern_lagged,NA,NA,continuous,NA,NA
4,NA,22,bisphosphonate,sens_no_asthma,pattern_lagged,NA,NA,continuous,NA,NA
1,NA,622,bisphosphonate,sens_no_asthma,pattern_itt,NA,NA,NA,intermittent,NA
2,NA,620,bisphosphonate,sens_no_asthma,pattern_itt,NA,NA,NA,intermittent,NA
3,NA,615,bisphosphonate,sens_no_asthma,pattern_itt,NA,NA,NA,intermittent,NA
4,NA,608,bisphosphonate,sens_no_asthma,pattern_itt,NA,NA,NA,intermittent,NA
1,NA,299,bisphosphonate,sens_no_asthma,pattern_itt,NA,NA,NA,continuous,NA
2,NA,296,bisphosphonate,sens_no_asthma,pattern_itt,NA,NA,NA,continuous,NA
3,NA,293,bisphosphonate,sens_no_asthma,pattern_itt,NA,NA,NA,continuous,NA
4,NA,284,bisphosphonate,sens_no_asthma,pattern_itt,NA,NA,NA,continuous,NA
1,NA,14,bisphosphonate,sens_no_asthma,cumdose,NA,NA,NA,NA,450 to 899 mg
2,NA,NA,bisphosphonate,sens_no_asthma,cumdose,NA,NA,NA,NA,450 to 899 mg
3,NA,NA,bisphosphonate,sens_no_asthma,cumdose,NA,NA,NA,NA,450 to 899 mg
4,NA,NA,bisphosphonate,sens_no_asthma,cumdose,NA,NA,NA,NA,450 to 899 mg
1,NA,16,bisphosphonate,sens_no_asthma,cumdose,NA,NA,NA,NA,900 to 1500 mg
2,NA,17,bisphosphonate,sens_no_asthma,cumdose,NA,NA,NA,NA,900 to 1500 mg
3,NA,17,bisphosphonate,sens_no_asthma,cumdose,NA,NA,NA,NA,900 to 1500 mg
4,NA,15,bisphosphonate,sens_no_asthma,cumdose,NA,NA,NA,NA,900 to 1500 mg
1,NA,891,bisphosphonate,sens_no_asthma,cumdose,NA,NA,NA,NA,>1500 mg
2,NA,890,bisphosphonate,sens_no_asthma,cumdose,NA,NA,NA,NA,>1500 mg
3,NA,884,bisphosphonate,sens_no_asthma,cumdose,NA,NA,NA,NA,>1500 mg
4,NA,873,bisphosphonate,sens_no_asthma,cumdose,NA,NA,NA,NA,>1500 mg
1,intermittent,2739,bisphosphonate,sens_all_ages,pattern,NA,NA,NA,NA,NA
2,intermittent,3816,bisphosphonate,sens_all_ages,pattern,NA,NA,NA,NA,NA
3,intermittent,3783,bisphosphonate,sens_all_ages,pattern,NA,NA,NA,NA,NA
4,intermittent,3743,bisphosphonate,sens_all_ages,pattern,NA,NA,NA,NA,NA
1,continuous,1204,bisphosphonate,sens_all_ages,pattern,NA,NA,NA,NA,NA
2,continuous,99,bisphosphonate,sens_all_ages,pattern,NA,NA,NA,NA,NA
3,continuous,98,bisphosphonate,sens_all_ages,pattern,NA,NA,NA,NA,NA
4,continuous,91,bisphosphonate,sens_all_ages,pattern,NA,NA,NA,NA,NA
1,NA,248,bisphosphonate,sens_all_ages,cumdays,few,NA,NA,NA,NA
2,NA,201,bisphosphonate,sens_all_ages,cumdays,few,NA,NA,NA,NA
3,NA,172,bisphosphonate,sens_all_ages,cumdays,few,NA,NA,NA,NA
4,NA,130,bisphosphonate,sens_all_ages,cumdays,few,NA,NA,NA,NA
1,NA,3695,bisphosphonate,sens_all_ages,cumdays,many,NA,NA,NA,NA
2,NA,3714,bisphosphonate,sens_all_ages,cumdays,many,NA,NA,NA,NA
3,NA,3709,bisphosphonate,sens_all_ages,cumdays,many,NA,NA,NA,NA
4,NA,3704,bisphosphonate,sens_all_ages,cumdays,many,NA,NA,NA,NA
1,NA,1037,bisphosphonate,sens_all_ages,pattern_rt_gap,NA,intermittent,NA,NA,NA
2,NA,1029,bisphosphonate,sens_all_ages,pattern_rt_gap,NA,intermittent,NA,NA,NA
3,NA,1025,bisphosphonate,sens_all_ages,pattern_rt_gap,NA,intermittent,NA,NA,NA
4,NA,1014,bisphosphonate,sens_all_ages,pattern_rt_gap,NA,intermittent,NA,NA,NA
1,NA,2906,bisphosphonate,sens_all_ages,pattern_rt_gap,NA,continuous,NA,NA,NA
2,NA,2886,bisphosphonate,sens_all_ages,pattern_rt_gap,NA,continuous,NA,NA,NA
3,NA,2856,bisphosphonate,sens_all_ages,pattern_rt_gap,NA,continuous,NA,NA,NA
4,NA,2820,bisphosphonate,sens_all_ages,pattern_rt_gap,NA,continuous,NA,NA,NA
1,NA,3921,bisphosphonate,sens_all_ages,pattern_lagged,NA,NA,intermittent,NA,NA
2,NA,2731,bisphosphonate,sens_all_ages,pattern_lagged,NA,NA,intermittent,NA,NA
3,NA,3787,bisphosphonate,sens_all_ages,pattern_lagged,NA,NA,intermittent,NA,NA
4,NA,3740,bisphosphonate,sens_all_ages,pattern_lagged,NA,NA,intermittent,NA,NA
1,NA,22,bisphosphonate,sens_all_ages,pattern_lagged,NA,NA,continuous,NA,NA
2,NA,1184,bisphosphonate,sens_all_ages,pattern_lagged,NA,NA,continuous,NA,NA
3,NA,94,bisphosphonate,sens_all_ages,pattern_lagged,NA,NA,continuous,NA,NA
4,NA,94,bisphosphonate,sens_all_ages,pattern_lagged,NA,NA,continuous,NA,NA
1,NA,2739,bisphosphonate,sens_all_ages,pattern_itt,NA,NA,NA,intermittent,NA
2,NA,2731,bisphosphonate,sens_all_ages,pattern_itt,NA,NA,NA,intermittent,NA
3,NA,2710,bisphosphonate,sens_all_ages,pattern_itt,NA,NA,NA,intermittent,NA
4,NA,2686,bisphosphonate,sens_all_ages,pattern_itt,NA,NA,NA,intermittent,NA
1,NA,1204,bisphosphonate,sens_all_ages,pattern_itt,NA,NA,NA,continuous,NA
2,NA,1184,bisphosphonate,sens_all_ages,pattern_itt,NA,NA,NA,continuous,NA
3,NA,1171,bisphosphonate,sens_all_ages,pattern_itt,NA,NA,NA,continuous,NA
4,NA,1148,bisphosphonate,sens_all_ages,pattern_itt,NA,NA,NA,continuous,NA
1,NA,161,bisphosphonate,sens_all_ages,cumdose,NA,NA,NA,NA,450 to 899 mg
2,NA,123,bisphosphonate,sens_all_ages,cumdose,NA,NA,NA,NA,450 to 899 mg
3,NA,98,bisphosphonate,sens_all_ages,cumdose,NA,NA,NA,NA,450 to 899 mg
4,NA,71,bisphosphonate,sens_all_ages,cumdose,NA,NA,NA,NA,450 to 899 mg
1,NA,194,bisphosphonate,sens_all_ages,cumdose,NA,NA,NA,NA,900 to 1500 mg
2,NA,184,bisphosphonate,sens_all_ages,cumdose,NA,NA,NA,NA,900 to 1500 mg
3,NA,171,bisphosphonate,sens_all_ages,cumdose,NA,NA,NA,NA,900 to 1500 mg
4,NA,159,bisphosphonate,sens_all_ages,cumdose,NA,NA,NA,NA,900 to 1500 mg
1,NA,3588,bisphosphonate,sens_all_ages,cumdose,NA,NA,NA,NA,>1500 mg
2,NA,3608,bisphosphonate,sens_all_ages,cumdose,NA,NA,NA,NA,>1500 mg
3,NA,3612,bisphosphonate,sens_all_ages,cumdose,NA,NA,NA,NA,>1500 mg
4,NA,3604,bisphosphonate,sens_all_ages,cumdose,NA,NA,NA,NA,>1500 mg
1,intermittent,625,fract_composite,main,pattern,NA,NA,NA,NA,NA
2,intermittent,894,fract_composite,main,pattern,NA,NA,NA,NA,NA
3,intermittent,889,fract_composite,main,pattern,NA,NA,NA,NA,NA
4,intermittent,872,fract_composite,main,pattern,NA,NA,NA,NA,NA
1,continuous,300,fract_composite,main,pattern,NA,NA,NA,NA,NA
2,continuous,27,fract_composite,main,pattern,NA,NA,NA,NA,NA
3,continuous,23,fract_composite,main,pattern,NA,NA,NA,NA,NA
4,continuous,26,fract_composite,main,pattern,NA,NA,NA,NA,NA
1,NA,20,fract_composite,main,cumdays,few,NA,NA,NA,NA
2,NA,16,fract_composite,main,cumdays,few,NA,NA,NA,NA
3,NA,14,fract_composite,main,cumdays,few,NA,NA,NA,NA
4,NA,NA,fract_composite,main,cumdays,few,NA,NA,NA,NA
1,NA,905,fract_composite,main,cumdays,many,NA,NA,NA,NA
2,NA,905,fract_composite,main,cumdays,many,NA,NA,NA,NA
3,NA,898,fract_composite,main,cumdays,many,NA,NA,NA,NA
4,NA,889,fract_composite,main,cumdays,many,NA,NA,NA,NA
1,NA,239,fract_composite,main,pattern_rt_gap,NA,intermittent,NA,NA,NA
2,NA,238,fract_composite,main,pattern_rt_gap,NA,intermittent,NA,NA,NA
3,NA,237,fract_composite,main,pattern_rt_gap,NA,intermittent,NA,NA,NA
4,NA,234,fract_composite,main,pattern_rt_gap,NA,intermittent,NA,NA,NA
1,NA,686,fract_composite,main,pattern_rt_gap,NA,continuous,NA,NA,NA
2,NA,683,fract_composite,main,pattern_rt_gap,NA,continuous,NA,NA,NA
3,NA,675,fract_composite,main,pattern_rt_gap,NA,continuous,NA,NA,NA
4,NA,664,fract_composite,main,pattern_rt_gap,NA,continuous,NA,NA,NA
1,NA,921,fract_composite,main,pattern_lagged,NA,NA,intermittent,NA,NA
2,NA,623,fract_composite,main,pattern_lagged,NA,NA,intermittent,NA,NA
3,NA,887,fract_composite,main,pattern_lagged,NA,NA,intermittent,NA,NA
4,NA,876,fract_composite,main,pattern_lagged,NA,NA,intermittent,NA,NA
1,NA,NA,fract_composite,main,pattern_lagged,NA,NA,continuous,NA,NA
2,NA,298,fract_composite,main,pattern_lagged,NA,NA,continuous,NA,NA
3,NA,25,fract_composite,main,pattern_lagged,NA,NA,continuous,NA,NA
4,NA,22,fract_composite,main,pattern_lagged,NA,NA,continuous,NA,NA
1,NA,625,fract_composite,main,pattern_itt,NA,NA,NA,intermittent,NA
2,NA,623,fract_composite,main,pattern_itt,NA,NA,NA,intermittent,NA
3,NA,617,fract_composite,main,pattern_itt,NA,NA,NA,intermittent,NA
4,NA,611,fract_composite,main,pattern_itt,NA,NA,NA,intermittent,NA
1,NA,300,fract_composite,main,pattern_itt,NA,NA,NA,continuous,NA
2,NA,298,fract_composite,main,pattern_itt,NA,NA,NA,continuous,NA
3,NA,295,fract_composite,main,pattern_itt,NA,NA,NA,continuous,NA
4,NA,287,fract_composite,main,pattern_itt,NA,NA,NA,continuous,NA
1,NA,14,fract_composite,main,cumdose,NA,NA,NA,NA,450 to 899 mg
2,NA,NA,fract_composite,main,cumdose,NA,NA,NA,NA,450 to 899 mg
3,NA,NA,fract_composite,main,cumdose,NA,NA,NA,NA,450 to 899 mg
4,NA,NA,fract_composite,main,cumdose,NA,NA,NA,NA,450 to 899 mg
1,NA,16,fract_composite,main,cumdose,NA,NA,NA,NA,900 to 1500 mg
2,NA,17,fract_composite,main,cumdose,NA,NA,NA,NA,900 to 1500 mg
3,NA,17,fract_composite,main,cumdose,NA,NA,NA,NA,900 to 1500 mg
4,NA,15,fract_composite,main,cumdose,NA,NA,NA,NA,900 to 1500 mg
1,NA,895,fract_composite,main,cumdose,NA,NA,NA,NA,>1500 mg
2,NA,895,fract_composite,main,cumdose,NA,NA,NA,NA,>1500 mg
3,NA,888,fract_composite,main,cumdose,NA,NA,NA,NA,>1500 mg
4,NA,879,fract_composite,main,cumdose,NA,NA,NA,NA,>1500 mg
1,intermittent,625,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
2,intermittent,894,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
3,intermittent,889,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
4,intermittent,872,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
5,intermittent,860,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
6,intermittent,866,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
7,intermittent,844,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
8,intermittent,837,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
9,intermittent,820,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
10,intermittent,810,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
11,intermittent,777,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
12,intermittent,768,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
13,intermittent,744,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
14,intermittent,727,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
15,intermittent,701,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
16,intermittent,668,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
17,intermittent,640,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
18,intermittent,604,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
19,intermittent,556,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
20,intermittent,524,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
21,intermittent,487,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
22,intermittent,444,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
23,intermittent,403,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
24,intermittent,356,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
25,intermittent,324,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
26,intermittent,290,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
27,intermittent,255,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
28,intermittent,227,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
29,intermittent,191,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
30,intermittent,163,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
31,intermittent,152,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
32,intermittent,127,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
33,intermittent,106,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
34,intermittent,87,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
35,intermittent,73,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
36,intermittent,57,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
37,intermittent,45,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
38,intermittent,33,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
39,intermittent,22,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
40,intermittent,17,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
41,intermittent,13,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
42,intermittent,11,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
43,intermittent,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
44,intermittent,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
45,intermittent,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
46,intermittent,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
47,intermittent,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
48,intermittent,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
1,continuous,300,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
2,continuous,27,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
3,continuous,23,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
4,continuous,26,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
5,continuous,26,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
6,continuous,11,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
7,continuous,21,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
8,continuous,15,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
9,continuous,14,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
10,continuous,10,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
11,continuous,21,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
12,continuous,11,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
13,continuous,22,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
